Query ID,Node Type,Filters,Execution Time
1116,Index Scan,"(b,10800),(a,8)",0.035
1117,Index Scan,"(b,10900),(a,8)",0.035
1118,Index Scan,"(b,11000),(a,8)",0.036
1119,Index Scan,"(b,11100),(a,8)",0.036
1120,Index Scan,"(b,11200),(a,8)",0.039
1121,Index Scan,"(b,11300),(a,8)",0.036
1122,Index Scan,"(b,11400),(a,8)",0.036
1123,Index Scan,"(b,11500),(a,8)",0.039
1124,Index Scan,"(b,11600),(a,8)",0.048
1125,Index Scan,"(b,11700),(a,8)",0.038
1126,Index Scan,"(b,11800),(a,8)",0.037
1127,Index Scan,"(b,11900),(a,8)",0.042
1128,Index Scan,"(b,12000),(a,8)",0.037
1129,Index Scan,"(b,12100),(a,8)",0.035
1130,Index Scan,"(b,12200),(a,8)",0.034
1131,Index Scan,"(b,12300),(a,8)",0.034
1132,Index Scan,"(b,12400),(a,8)",0.036
1133,Index Scan,"(b,12500),(a,8)",0.036
1134,Index Scan,"(b,12600),(a,8)",0.035
1135,Index Scan,"(b,12700),(a,8)",0.035
1136,Index Scan,"(b,12800),(a,8)",0.036
1137,Index Scan,"(b,12900),(a,8)",0.039
1138,Index Scan,"(b,13000),(a,8)",0.067
1139,Index Scan,"(b,13100),(a,8)",0.046
1140,Index Scan,"(b,13200),(a,8)",0.069
1141,Index Scan,"(b,13300),(a,8)",0.037
1142,Index Scan,"(b,13400),(a,8)",0.037
1143,Index Scan,"(b,13500),(a,8)",0.034
1144,Index Scan,"(b,13600),(a,8)",0.035
1145,Index Scan,"(b,13700),(a,8)",0.035
1146,Index Scan,"(b,13800),(a,8)",0.034
1147,Index Scan,"(b,13900),(a,8)",0.036
1148,Index Scan,"(b,14000),(a,8)",0.037
1149,Index Scan,"(b,14100),(a,8)",0.035
1150,Index Scan,"(b,14200),(a,8)",0.036
1151,Index Scan,"(b,14300),(a,8)",0.036
1152,Index Scan,"(b,14400),(a,8)",0.044
1153,Bitmap Heap Scan,"(b,100),(a,9)",0.912
1154,Bitmap Heap Scan,"(b,200),(a,9)",0.199
1155,Bitmap Heap Scan,"(b,300),(a,9)",0.158
1156,Bitmap Heap Scan,"(b,400),(a,9)",0.143
1157,Bitmap Heap Scan,"(b,500),(a,9)",0.171
1158,Bitmap Heap Scan,"(b,600),(a,9)",0.184
1159,Bitmap Heap Scan,"(b,700),(a,9)",0.166
1160,Bitmap Heap Scan,"(b,800),(a,9)",0.18
1161,Bitmap Heap Scan,"(b,900),(a,9)",0.132
1162,Bitmap Heap Scan,"(b,1000),(a,9)",0.127
1163,Bitmap Heap Scan,"(b,1100),(a,9)",0.124
1164,Bitmap Heap Scan,"(b,1200),(a,9)",0.122
1165,Bitmap Heap Scan,"(b,1300),(a,9)",0.121
1166,Bitmap Heap Scan,"(b,1400),(a,9)",0.121
1167,Bitmap Heap Scan,"(b,1500),(a,9)",0.137
1168,Bitmap Heap Scan,"(b,1600),(a,9)",0.128
1169,Bitmap Heap Scan,"(b,1700),(a,9)",0.123
1170,Bitmap Heap Scan,"(b,1800),(a,9)",0.122
1171,Bitmap Heap Scan,"(b,1900),(a,9)",0.147
1172,Bitmap Heap Scan,"(b,2000),(a,9)",0.128
1173,Bitmap Heap Scan,"(b,2100),(a,9)",0.121
1174,Bitmap Heap Scan,"(b,2200),(a,9)",0.124
1175,Bitmap Heap Scan,"(b,2300),(a,9)",0.127
1176,Bitmap Heap Scan,"(b,2400),(a,9)",0.125
1177,Bitmap Heap Scan,"(b,2500),(a,9)",0.123
1178,Bitmap Heap Scan,"(b,2600),(a,9)",0.12
1179,Bitmap Heap Scan,"(b,2700),(a,9)",0.125
1180,Bitmap Heap Scan,"(b,2800),(a,9)",0.123
1181,Bitmap Heap Scan,"(b,2900),(a,9)",0.124
1182,Bitmap Heap Scan,"(b,3000),(a,9)",0.121
1183,Bitmap Heap Scan,"(b,3100),(a,9)",0.121
1184,Bitmap Heap Scan,"(b,3200),(a,9)",0.123
1185,Bitmap Heap Scan,"(b,3300),(a,9)",0.123
1186,Bitmap Heap Scan,"(b,3400),(a,9)",0.119
1187,Bitmap Heap Scan,"(b,3500),(a,9)",0.188
1188,Bitmap Heap Scan,"(b,3600),(a,9)",0.153
1189,Bitmap Heap Scan,"(b,3700),(a,9)",0.302
1190,Bitmap Heap Scan,"(b,3800),(a,9)",0.14
1191,Bitmap Heap Scan,"(b,3900),(a,9)",0.134
1192,Bitmap Heap Scan,"(b,4000),(a,9)",0.164
1193,Bitmap Heap Scan,"(b,4100),(a,9)",0.189
1194,Bitmap Heap Scan,"(b,4200),(a,9)",0.166
1195,Bitmap Heap Scan,"(b,4300),(a,9)",0.15
1196,Bitmap Heap Scan,"(b,4400),(a,9)",0.139
1197,Bitmap Heap Scan,"(b,4500),(a,9)",0.167
1198,Bitmap Heap Scan,"(b,4600),(a,9)",0.153
1199,Bitmap Heap Scan,"(b,4700),(a,9)",0.137
1200,Bitmap Heap Scan,"(b,4800),(a,9)",0.184
1201,Bitmap Heap Scan,"(b,4900),(a,9)",0.159
1202,Bitmap Heap Scan,"(b,5000),(a,9)",0.179
1203,Bitmap Heap Scan,"(b,5100),(a,9)",0.15
1204,Bitmap Heap Scan,"(b,5200),(a,9)",0.128
1205,Bitmap Heap Scan,"(b,5300),(a,9)",0.131
1206,Bitmap Heap Scan,"(b,5400),(a,9)",0.128
1207,Bitmap Heap Scan,"(b,5500),(a,9)",0.126
1208,Bitmap Heap Scan,"(b,5600),(a,9)",0.161
1209,Bitmap Heap Scan,"(b,5700),(a,9)",0.169
1210,Bitmap Heap Scan,"(b,5800),(a,9)",0.162
1211,Bitmap Heap Scan,"(b,5900),(a,9)",0.141
1212,Bitmap Heap Scan,"(b,6000),(a,9)",0.168
1213,Bitmap Heap Scan,"(b,6100),(a,9)",0.132
1214,Bitmap Heap Scan,"(b,6200),(a,9)",0.133
1215,Bitmap Heap Scan,"(b,6300),(a,9)",0.127
1216,Bitmap Heap Scan,"(b,6400),(a,9)",0.126
1217,Bitmap Heap Scan,"(b,6500),(a,9)",0.123
1218,Bitmap Heap Scan,"(b,6600),(a,9)",0.136
1219,Bitmap Heap Scan,"(b,6700),(a,9)",0.124
1220,Bitmap Heap Scan,"(b,6800),(a,9)",0.122
1221,Bitmap Heap Scan,"(b,6900),(a,9)",0.12
1222,Bitmap Heap Scan,"(b,7000),(a,9)",0.119
1223,Bitmap Heap Scan,"(b,7100),(a,9)",0.119
1224,Bitmap Heap Scan,"(b,7200),(a,9)",0.119
1225,Bitmap Heap Scan,"(b,7300),(a,9)",0.141
1226,Bitmap Heap Scan,"(b,7400),(a,9)",0.164
1227,Bitmap Heap Scan,"(b,7500),(a,9)",0.139
1228,Bitmap Heap Scan,"(b,7600),(a,9)",0.132
1229,Bitmap Heap Scan,"(b,7700),(a,9)",0.126
1230,Bitmap Heap Scan,"(b,7800),(a,9)",0.123
1231,Bitmap Heap Scan,"(b,7900),(a,9)",0.123
1232,Bitmap Heap Scan,"(b,8000),(a,9)",0.123
1233,Bitmap Heap Scan,"(b,8100),(a,9)",0.123
1234,Bitmap Heap Scan,"(b,8200),(a,9)",0.126
1235,Bitmap Heap Scan,"(b,8300),(a,9)",0.14
1236,Bitmap Heap Scan,"(b,8400),(a,9)",0.127
1237,Bitmap Heap Scan,"(b,8500),(a,9)",0.124
1238,Bitmap Heap Scan,"(b,8600),(a,9)",0.121
1239,Bitmap Heap Scan,"(b,8700),(a,9)",0.119
1240,Bitmap Heap Scan,"(b,8800),(a,9)",0.119
1241,Bitmap Heap Scan,"(b,8900),(a,9)",0.131
1242,Bitmap Heap Scan,"(b,9000),(a,9)",0.124
1243,Bitmap Heap Scan,"(b,9100),(a,9)",0.123
1244,Bitmap Heap Scan,"(b,9200),(a,9)",0.126
1245,Bitmap Heap Scan,"(b,9300),(a,9)",0.149
1246,Bitmap Heap Scan,"(b,9400),(a,9)",0.131
1247,Bitmap Heap Scan,"(b,9500),(a,9)",0.136
1248,Bitmap Heap Scan,"(b,9600),(a,9)",0.14
1249,Bitmap Heap Scan,"(b,9700),(a,9)",0.13
1250,Bitmap Heap Scan,"(b,9800),(a,9)",0.127
1251,Bitmap Heap Scan,"(b,9900),(a,9)",0.129
1252,Bitmap Heap Scan,"(b,10000),(a,9)",0.125
1253,Bitmap Heap Scan,"(b,10100),(a,9)",0.127
1254,Bitmap Heap Scan,"(b,10200),(a,9)",0.124
1255,Bitmap Heap Scan,"(b,10300),(a,9)",0.123
1256,Bitmap Heap Scan,"(b,10400),(a,9)",0.165
1257,Bitmap Heap Scan,"(b,10500),(a,9)",0.161
1258,Bitmap Heap Scan,"(b,10600),(a,9)",0.163
1259,Bitmap Heap Scan,"(b,10700),(a,9)",0.145
1260,Bitmap Heap Scan,"(b,10800),(a,9)",0.132
1261,Bitmap Heap Scan,"(b,10900),(a,9)",0.143
1262,Bitmap Heap Scan,"(b,11000),(a,9)",0.283
1263,Bitmap Heap Scan,"(b,11100),(a,9)",0.197
1264,Bitmap Heap Scan,"(b,11200),(a,9)",0.146
1265,Bitmap Heap Scan,"(b,11300),(a,9)",0.13
1266,Bitmap Heap Scan,"(b,11400),(a,9)",0.133
1267,Bitmap Heap Scan,"(b,11500),(a,9)",0.135
1268,Bitmap Heap Scan,"(b,11600),(a,9)",0.126
1269,Bitmap Heap Scan,"(b,11700),(a,9)",0.13
1270,Bitmap Heap Scan,"(b,11800),(a,9)",0.155
1271,Bitmap Heap Scan,"(b,11900),(a,9)",0.157
1272,Bitmap Heap Scan,"(b,12000),(a,9)",0.14
1273,Bitmap Heap Scan,"(b,12100),(a,9)",0.154
1274,Bitmap Heap Scan,"(b,12200),(a,9)",0.164
1275,Bitmap Heap Scan,"(b,12300),(a,9)",0.156
1276,Bitmap Heap Scan,"(b,12400),(a,9)",0.188
1277,Bitmap Heap Scan,"(b,12500),(a,9)",0.153
1278,Bitmap Heap Scan,"(b,12600),(a,9)",0.201
1279,Bitmap Heap Scan,"(b,12700),(a,9)",0.15
1280,Bitmap Heap Scan,"(b,12800),(a,9)",0.145
1281,Bitmap Heap Scan,"(b,12900),(a,9)",0.187
1282,Bitmap Heap Scan,"(b,13000),(a,9)",0.177
1283,Bitmap Heap Scan,"(b,13100),(a,9)",0.166
1284,Bitmap Heap Scan,"(b,13200),(a,9)",0.151
1285,Bitmap Heap Scan,"(b,13300),(a,9)",0.147
1286,Bitmap Heap Scan,"(b,13400),(a,9)",0.139
1287,Bitmap Heap Scan,"(b,13500),(a,9)",0.13
1288,Bitmap Heap Scan,"(b,13600),(a,9)",0.125
1289,Bitmap Heap Scan,"(b,13700),(a,9)",0.122
1290,Bitmap Heap Scan,"(b,13800),(a,9)",0.122
1291,Bitmap Heap Scan,"(b,13900),(a,9)",0.121
1292,Bitmap Heap Scan,"(b,14000),(a,9)",0.126
1293,Bitmap Heap Scan,"(b,14100),(a,9)",0.121
1294,Bitmap Heap Scan,"(b,14200),(a,9)",0.133
1295,Bitmap Heap Scan,"(b,14300),(a,9)",0.129
1296,Bitmap Heap Scan,"(b,14400),(a,9)",0.123
1297,Bitmap Heap Scan,"(b,100),(a,10)",1.221
1298,Bitmap Heap Scan,"(b,200),(a,10)",0.3
1299,Bitmap Heap Scan,"(b,300),(a,10)",0.276
1300,Bitmap Heap Scan,"(b,400),(a,10)",0.29
1301,Bitmap Heap Scan,"(b,500),(a,10)",0.272
1302,Bitmap Heap Scan,"(b,600),(a,10)",0.262
1303,Bitmap Heap Scan,"(b,700),(a,10)",0.265
1304,Bitmap Heap Scan,"(b,800),(a,10)",0.296
1305,Bitmap Heap Scan,"(b,900),(a,10)",0.279
1306,Bitmap Heap Scan,"(b,1000),(a,10)",0.291
1307,Bitmap Heap Scan,"(b,1100),(a,10)",0.269
1308,Bitmap Heap Scan,"(b,1200),(a,10)",0.26
1309,Bitmap Heap Scan,"(b,1300),(a,10)",0.261
1310,Bitmap Heap Scan,"(b,1400),(a,10)",0.302
1311,Bitmap Heap Scan,"(b,1500),(a,10)",0.371
1312,Bitmap Heap Scan,"(b,1600),(a,10)",0.313
1313,Bitmap Heap Scan,"(b,1700),(a,10)",0.361
1314,Bitmap Heap Scan,"(b,1800),(a,10)",0.301
1315,Bitmap Heap Scan,"(b,1900),(a,10)",0.311
1316,Bitmap Heap Scan,"(b,2000),(a,10)",0.329
1317,Bitmap Heap Scan,"(b,2100),(a,10)",0.308
1318,Bitmap Heap Scan,"(b,2200),(a,10)",0.485
1319,Bitmap Heap Scan,"(b,2300),(a,10)",0.288
1320,Bitmap Heap Scan,"(b,2400),(a,10)",0.266
1321,Bitmap Heap Scan,"(b,2500),(a,10)",0.267
1322,Bitmap Heap Scan,"(b,2600),(a,10)",0.443
1323,Bitmap Heap Scan,"(b,2700),(a,10)",0.314
1324,Bitmap Heap Scan,"(b,2800),(a,10)",0.394
1325,Bitmap Heap Scan,"(b,2900),(a,10)",0.356
1326,Bitmap Heap Scan,"(b,3000),(a,10)",0.327
1327,Bitmap Heap Scan,"(b,3100),(a,10)",0.3
1328,Bitmap Heap Scan,"(b,3200),(a,10)",0.271
1329,Bitmap Heap Scan,"(b,3300),(a,10)",0.26
1330,Bitmap Heap Scan,"(b,3400),(a,10)",0.387
1331,Bitmap Heap Scan,"(b,3500),(a,10)",0.278
1332,Bitmap Heap Scan,"(b,3600),(a,10)",0.283
1333,Bitmap Heap Scan,"(b,3700),(a,10)",0.271
1334,Bitmap Heap Scan,"(b,3800),(a,10)",0.291
1335,Bitmap Heap Scan,"(b,3900),(a,10)",0.291
1336,Bitmap Heap Scan,"(b,4000),(a,10)",0.356
1337,Bitmap Heap Scan,"(b,4100),(a,10)",0.291
1338,Bitmap Heap Scan,"(b,4200),(a,10)",0.263
1339,Bitmap Heap Scan,"(b,4300),(a,10)",0.259
1340,Bitmap Heap Scan,"(b,4400),(a,10)",0.278
1341,Bitmap Heap Scan,"(b,4500),(a,10)",0.262
1342,Bitmap Heap Scan,"(b,4600),(a,10)",0.261
1343,Bitmap Heap Scan,"(b,4700),(a,10)",0.256
1344,Bitmap Heap Scan,"(b,4800),(a,10)",0.297
1345,Bitmap Heap Scan,"(b,4900),(a,10)",0.322
1346,Bitmap Heap Scan,"(b,5000),(a,10)",0.348
1347,Bitmap Heap Scan,"(b,5100),(a,10)",0.328
1348,Bitmap Heap Scan,"(b,5200),(a,10)",0.297
1349,Bitmap Heap Scan,"(b,5300),(a,10)",0.283
1350,Bitmap Heap Scan,"(b,5400),(a,10)",0.266
1351,Bitmap Heap Scan,"(b,5500),(a,10)",0.251
1352,Bitmap Heap Scan,"(b,5600),(a,10)",0.253
1353,Bitmap Heap Scan,"(b,5700),(a,10)",0.337
1354,Bitmap Heap Scan,"(b,5800),(a,10)",0.257
1355,Bitmap Heap Scan,"(b,5900),(a,10)",0.317
1356,Bitmap Heap Scan,"(b,6000),(a,10)",0.27
1357,Bitmap Heap Scan,"(b,6100),(a,10)",0.265
1358,Bitmap Heap Scan,"(b,6200),(a,10)",0.254
1359,Bitmap Heap Scan,"(b,6300),(a,10)",0.296
1360,Bitmap Heap Scan,"(b,6400),(a,10)",0.262
1361,Bitmap Heap Scan,"(b,6500),(a,10)",0.258
1362,Bitmap Heap Scan,"(b,6600),(a,10)",0.295
1363,Bitmap Heap Scan,"(b,6700),(a,10)",0.275
1364,Bitmap Heap Scan,"(b,6800),(a,10)",0.309
1365,Bitmap Heap Scan,"(b,6900),(a,10)",0.351
1366,Bitmap Heap Scan,"(b,7000),(a,10)",0.291
1367,Bitmap Heap Scan,"(b,7100),(a,10)",0.262
1368,Bitmap Heap Scan,"(b,7200),(a,10)",0.255
1369,Bitmap Heap Scan,"(b,7300),(a,10)",0.257
1370,Bitmap Heap Scan,"(b,7400),(a,10)",0.281
1371,Bitmap Heap Scan,"(b,7500),(a,10)",0.266
1372,Bitmap Heap Scan,"(b,7600),(a,10)",0.257
1373,Bitmap Heap Scan,"(b,7700),(a,10)",0.278
1374,Bitmap Heap Scan,"(b,7800),(a,10)",0.333
1375,Bitmap Heap Scan,"(b,7900),(a,10)",0.295
1376,Bitmap Heap Scan,"(b,8000),(a,10)",0.283
1377,Bitmap Heap Scan,"(b,8100),(a,10)",0.276
1378,Bitmap Heap Scan,"(b,8200),(a,10)",0.275
1379,Bitmap Heap Scan,"(b,8300),(a,10)",0.288
1380,Bitmap Heap Scan,"(b,8400),(a,10)",0.263
1381,Bitmap Heap Scan,"(b,8500),(a,10)",0.291
1382,Bitmap Heap Scan,"(b,8600),(a,10)",0.273
1383,Bitmap Heap Scan,"(b,8700),(a,10)",0.271
1384,Bitmap Heap Scan,"(b,8800),(a,10)",0.292
1385,Bitmap Heap Scan,"(b,8900),(a,10)",0.29
1386,Bitmap Heap Scan,"(b,9000),(a,10)",0.257
1387,Bitmap Heap Scan,"(b,9100),(a,10)",0.253
1388,Bitmap Heap Scan,"(b,9200),(a,10)",0.266
1389,Bitmap Heap Scan,"(b,9300),(a,10)",0.309
1390,Bitmap Heap Scan,"(b,9400),(a,10)",0.351
1391,Bitmap Heap Scan,"(b,9500),(a,10)",0.362
1392,Bitmap Heap Scan,"(b,9600),(a,10)",0.322
1393,Bitmap Heap Scan,"(b,9700),(a,10)",0.295
1394,Bitmap Heap Scan,"(b,9800),(a,10)",0.312
1395,Bitmap Heap Scan,"(b,9900),(a,10)",0.295
1396,Bitmap Heap Scan,"(b,10000),(a,10)",0.269
1397,Bitmap Heap Scan,"(b,10100),(a,10)",0.255
1398,Bitmap Heap Scan,"(b,10200),(a,10)",0.283
1399,Bitmap Heap Scan,"(b,10300),(a,10)",0.299
1400,Bitmap Heap Scan,"(b,10400),(a,10)",0.258
1401,Bitmap Heap Scan,"(b,10500),(a,10)",0.249
1402,Bitmap Heap Scan,"(b,10600),(a,10)",0.249
1403,Bitmap Heap Scan,"(b,10700),(a,10)",0.375
1404,Bitmap Heap Scan,"(b,10800),(a,10)",0.277
1405,Bitmap Heap Scan,"(b,10900),(a,10)",0.265
1406,Bitmap Heap Scan,"(b,11000),(a,10)",0.307
1407,Bitmap Heap Scan,"(b,11100),(a,10)",0.264
1408,Bitmap Heap Scan,"(b,11200),(a,10)",0.262
1409,Bitmap Heap Scan,"(b,11300),(a,10)",0.271
1410,Bitmap Heap Scan,"(b,11400),(a,10)",0.283
1411,Bitmap Heap Scan,"(b,11500),(a,10)",0.263
1412,Bitmap Heap Scan,"(b,11600),(a,10)",0.249
1413,Bitmap Heap Scan,"(b,11700),(a,10)",0.39
1414,Bitmap Heap Scan,"(b,11800),(a,10)",0.293
1415,Bitmap Heap Scan,"(b,11900),(a,10)",0.327
1416,Bitmap Heap Scan,"(b,12000),(a,10)",0.336
1417,Bitmap Heap Scan,"(b,12100),(a,10)",0.286
1418,Bitmap Heap Scan,"(b,12200),(a,10)",0.257
1419,Bitmap Heap Scan,"(b,12300),(a,10)",0.253
1420,Bitmap Heap Scan,"(b,12400),(a,10)",0.305
1421,Bitmap Heap Scan,"(b,12500),(a,10)",0.267
1422,Bitmap Heap Scan,"(b,12600),(a,10)",0.319
1423,Bitmap Heap Scan,"(b,12700),(a,10)",0.265
1424,Bitmap Heap Scan,"(b,12800),(a,10)",0.252
1425,Bitmap Heap Scan,"(b,12900),(a,10)",0.259
1426,Bitmap Heap Scan,"(b,13000),(a,10)",0.25
1427,Bitmap Heap Scan,"(b,13100),(a,10)",0.256
1428,Bitmap Heap Scan,"(b,13200),(a,10)",0.328
1429,Bitmap Heap Scan,"(b,13300),(a,10)",0.306
1430,Bitmap Heap Scan,"(b,13400),(a,10)",0.316
1431,Bitmap Heap Scan,"(b,13500),(a,10)",0.3
1432,Bitmap Heap Scan,"(b,13600),(a,10)",0.334
1433,Bitmap Heap Scan,"(b,13700),(a,10)",0.262
1434,Bitmap Heap Scan,"(b,13800),(a,10)",0.26
1435,Bitmap Heap Scan,"(b,13900),(a,10)",0.299
1436,Bitmap Heap Scan,"(b,14000),(a,10)",0.304
1437,Bitmap Heap Scan,"(b,14100),(a,10)",0.332
1438,Bitmap Heap Scan,"(b,14200),(a,10)",0.319
1439,Bitmap Heap Scan,"(b,14300),(a,10)",0.262
1440,Bitmap Heap Scan,"(b,14400),(a,10)",0.254
1441,Bitmap Heap Scan,"(b,100),(a,11)",1.95
1442,Bitmap Heap Scan,"(b,200),(a,11)",0.64
1443,Bitmap Heap Scan,"(b,300),(a,11)",0.696
1444,Bitmap Heap Scan,"(b,400),(a,11)",0.624
1445,Bitmap Heap Scan,"(b,500),(a,11)",0.603
1446,Bitmap Heap Scan,"(b,600),(a,11)",0.737
1447,Bitmap Heap Scan,"(b,700),(a,11)",0.668
1448,Bitmap Heap Scan,"(b,800),(a,11)",0.833
1449,Bitmap Heap Scan,"(b,900),(a,11)",0.601
1450,Bitmap Heap Scan,"(b,1000),(a,11)",0.524
1451,Bitmap Heap Scan,"(b,1100),(a,11)",0.516
1452,Bitmap Heap Scan,"(b,1200),(a,11)",0.514
1453,Bitmap Heap Scan,"(b,1300),(a,11)",0.513
1454,Bitmap Heap Scan,"(b,1400),(a,11)",0.523
1455,Bitmap Heap Scan,"(b,1500),(a,11)",0.728
1456,Bitmap Heap Scan,"(b,1600),(a,11)",0.591
1457,Bitmap Heap Scan,"(b,1700),(a,11)",0.56
1458,Bitmap Heap Scan,"(b,1800),(a,11)",0.739
1459,Bitmap Heap Scan,"(b,1900),(a,11)",0.734
1460,Bitmap Heap Scan,"(b,2000),(a,11)",0.65
1461,Bitmap Heap Scan,"(b,2100),(a,11)",0.546
1462,Bitmap Heap Scan,"(b,2200),(a,11)",0.583
1463,Bitmap Heap Scan,"(b,2300),(a,11)",0.525
1464,Bitmap Heap Scan,"(b,2400),(a,11)",0.619
1465,Bitmap Heap Scan,"(b,2500),(a,11)",0.565
1466,Bitmap Heap Scan,"(b,2600),(a,11)",0.539
1467,Bitmap Heap Scan,"(b,2700),(a,11)",0.806
1468,Bitmap Heap Scan,"(b,2800),(a,11)",0.636
1469,Bitmap Heap Scan,"(b,2900),(a,11)",0.631
1470,Bitmap Heap Scan,"(b,3000),(a,11)",0.521
1471,Bitmap Heap Scan,"(b,3100),(a,11)",0.557
1472,Bitmap Heap Scan,"(b,3200),(a,11)",0.804
1473,Bitmap Heap Scan,"(b,3300),(a,11)",0.981
1474,Bitmap Heap Scan,"(b,3400),(a,11)",0.537
1475,Bitmap Heap Scan,"(b,3500),(a,11)",0.537
1476,Bitmap Heap Scan,"(b,3600),(a,11)",0.529
1477,Bitmap Heap Scan,"(b,3700),(a,11)",0.55
1478,Bitmap Heap Scan,"(b,3800),(a,11)",0.554
1479,Bitmap Heap Scan,"(b,3900),(a,11)",0.541
1480,Bitmap Heap Scan,"(b,4000),(a,11)",0.559
1481,Bitmap Heap Scan,"(b,4100),(a,11)",0.533
1482,Bitmap Heap Scan,"(b,4200),(a,11)",0.536
1483,Bitmap Heap Scan,"(b,4300),(a,11)",0.522
1484,Bitmap Heap Scan,"(b,4400),(a,11)",0.551
1485,Bitmap Heap Scan,"(b,4500),(a,11)",0.561
1486,Bitmap Heap Scan,"(b,4600),(a,11)",0.536
1487,Bitmap Heap Scan,"(b,4700),(a,11)",0.515
1488,Bitmap Heap Scan,"(b,4800),(a,11)",0.527
1489,Bitmap Heap Scan,"(b,4900),(a,11)",0.516
1490,Bitmap Heap Scan,"(b,5000),(a,11)",0.586
1491,Bitmap Heap Scan,"(b,5100),(a,11)",0.544
1492,Bitmap Heap Scan,"(b,5200),(a,11)",0.527
1493,Bitmap Heap Scan,"(b,5300),(a,11)",0.53
1494,Bitmap Heap Scan,"(b,5400),(a,11)",0.566
1495,Bitmap Heap Scan,"(b,5500),(a,11)",0.57
1496,Bitmap Heap Scan,"(b,5600),(a,11)",0.606
1497,Bitmap Heap Scan,"(b,5700),(a,11)",0.555
1498,Bitmap Heap Scan,"(b,5800),(a,11)",0.547
1499,Bitmap Heap Scan,"(b,5900),(a,11)",0.524
1500,Bitmap Heap Scan,"(b,6000),(a,11)",0.52
1501,Bitmap Heap Scan,"(b,6100),(a,11)",0.529
1502,Bitmap Heap Scan,"(b,6200),(a,11)",0.517
1503,Bitmap Heap Scan,"(b,6300),(a,11)",0.516
1504,Bitmap Heap Scan,"(b,6400),(a,11)",0.527
1505,Bitmap Heap Scan,"(b,6500),(a,11)",0.544
1506,Bitmap Heap Scan,"(b,6600),(a,11)",0.549
1507,Bitmap Heap Scan,"(b,6700),(a,11)",0.527
1508,Bitmap Heap Scan,"(b,6800),(a,11)",0.534
1509,Bitmap Heap Scan,"(b,6900),(a,11)",0.521
1510,Bitmap Heap Scan,"(b,7000),(a,11)",0.518
1511,Bitmap Heap Scan,"(b,7100),(a,11)",0.537
1512,Bitmap Heap Scan,"(b,7200),(a,11)",0.547
1513,Bitmap Heap Scan,"(b,7300),(a,11)",0.518
1514,Bitmap Heap Scan,"(b,7400),(a,11)",0.582
1515,Bitmap Heap Scan,"(b,7500),(a,11)",0.542
1516,Bitmap Heap Scan,"(b,7600),(a,11)",0.523
1517,Bitmap Heap Scan,"(b,7700),(a,11)",0.546
1518,Bitmap Heap Scan,"(b,7800),(a,11)",0.526
1519,Bitmap Heap Scan,"(b,7900),(a,11)",0.514
1520,Bitmap Heap Scan,"(b,8000),(a,11)",0.524
1521,Bitmap Heap Scan,"(b,8100),(a,11)",0.539
1522,Bitmap Heap Scan,"(b,8200),(a,11)",0.529
1523,Bitmap Heap Scan,"(b,8300),(a,11)",0.603
1524,Bitmap Heap Scan,"(b,8400),(a,11)",0.552
1525,Bitmap Heap Scan,"(b,8500),(a,11)",0.522
1526,Bitmap Heap Scan,"(b,8600),(a,11)",0.515
1527,Bitmap Heap Scan,"(b,8700),(a,11)",0.519
1528,Bitmap Heap Scan,"(b,8800),(a,11)",0.511
1529,Bitmap Heap Scan,"(b,8900),(a,11)",0.529
1530,Bitmap Heap Scan,"(b,9000),(a,11)",0.533
1531,Bitmap Heap Scan,"(b,9100),(a,11)",0.519
1532,Bitmap Heap Scan,"(b,9200),(a,11)",0.524
1533,Bitmap Heap Scan,"(b,9300),(a,11)",0.525
1534,Bitmap Heap Scan,"(b,9400),(a,11)",0.525
1535,Bitmap Heap Scan,"(b,9500),(a,11)",0.55
1536,Bitmap Heap Scan,"(b,9600),(a,11)",0.532
1537,Bitmap Heap Scan,"(b,9700),(a,11)",0.605
1538,Bitmap Heap Scan,"(b,9800),(a,11)",0.521
1539,Bitmap Heap Scan,"(b,9900),(a,11)",0.521
1540,Bitmap Heap Scan,"(b,10000),(a,11)",0.524
1541,Bitmap Heap Scan,"(b,10100),(a,11)",0.52
1542,Bitmap Heap Scan,"(b,10200),(a,11)",0.52
1543,Bitmap Heap Scan,"(b,10300),(a,11)",0.525
1544,Bitmap Heap Scan,"(b,10400),(a,11)",0.523
1545,Bitmap Heap Scan,"(b,10500),(a,11)",0.519
1546,Bitmap Heap Scan,"(b,10600),(a,11)",0.521
1547,Bitmap Heap Scan,"(b,10700),(a,11)",0.518
1548,Bitmap Heap Scan,"(b,10800),(a,11)",0.53
1549,Bitmap Heap Scan,"(b,10900),(a,11)",0.536
1550,Bitmap Heap Scan,"(b,11000),(a,11)",0.607
1551,Bitmap Heap Scan,"(b,11100),(a,11)",0.534
1552,Bitmap Heap Scan,"(b,11200),(a,11)",0.525
1553,Bitmap Heap Scan,"(b,11300),(a,11)",0.515
1554,Bitmap Heap Scan,"(b,11400),(a,11)",0.523
1555,Bitmap Heap Scan,"(b,11500),(a,11)",0.522
1556,Bitmap Heap Scan,"(b,11600),(a,11)",0.524
1557,Bitmap Heap Scan,"(b,11700),(a,11)",0.52
1558,Bitmap Heap Scan,"(b,11800),(a,11)",0.534
1559,Bitmap Heap Scan,"(b,11900),(a,11)",0.519
